"ranking","Chinese.origin.data","Yandex.translated.data","Baidu.English.sentiment.analysis.postitive.probability.base.on.Yandex.translated.data."
20,".2014百部看过才知道优不优秀影片展播.观众已不是甲方乙方时的观众，冯导还是那时的冯导。何弃疗、我伙呆、人干事、累觉不爱、神马玩意！导春晚导傻了吧？随便凑几个小品就敢上映？这不就是华谊内部年会吗？水平介于2014春晚和2014NBA全明星扣篮大赛之间，鉴定完毕。原来名导队伍里也有混事儿的啊。",". 2014 one hundred see to know the preferred is not an excellent Film Show. The audience is not party a party b When the audience, von guide or when von guide. What abandon the treatment, my business partner stay, people officer, tired sleep does not love, God horse stuff in! Guide the show guide silly? Just scrape together a few sketches would dare to release it? Isn't that the Huayi internal annual meeting? Level between the 2014 Spring Festival Gala and 2014NBA All-Star dunk contest between, the identification is completed. The original name of the guide team also have 混事 children.",0.768451
20,".私人定制.三个小品，三个段子，外加一段说教意味浓重的带着伪文艺腔调的公益性呼吁，组成了这样一部不伦不类的电影。冯小刚把相声小品的春晚功底发挥到了电影里面，导致这种不能成为电影的音像制品来电影院圈了钱，漏了脸。这可是成全了自己，恶心了别人啊。4分",". Private custom. Three pieces, three piece, plus a section of sermons mean heavy with pseudo-literary tone of the public appeal, the composition of such a nondescript movie. Feng Xiaogang put the comic sketches of the show skills play into the movie, cause this can't be a movie The audio and video products call the theater circle of money, drain a face. This is the fulfillment of the own, disgusting the others. 4 points",0.760909
20,".私人订制. 这不就是甲方乙方二么？从头至尾都是讽刺，先是讽刺当官的，再是讽刺搞艺术的，最后控诉了一下对环境的破坏。作者的立意是好的，但是剧情太刻意了，整体不如甲方乙方",". Private customized. Isn't that what Party a party b the second? From beginning to end is a satire, the first is the irony when the officer, and then is satire to engage in the arts, and finally the complaint about the damage to the environment. The author's intention is good, but the plot is too deliberate, and overall not as good as Party a party B",0.847669
20,"【2013.12.22】借用电影中的台词：露脸和显眼只有一步之差。至于这部片子到底是露脸了还是显眼了 观众的眼睛是雪亮的~","【2013.12.22】borrow a movie lines: faceless and conspicuous only one step difference. As for this movie what the hell is faceless or conspicuous the audience's eyes are sharp~",0.756592
20,"【相见不如怀念】其实两星是给葛优的脸的，其他的就真是太烂了，尤其是结尾我开始玩手机了【里头的梗还没说，ｐ哥在旁边都能接嘴说下去了，段子水平可见一斑，就别提题材挖掘表现之类的】还好这张电影票不是我自己花的钱","【Meet inferior miss】in fact, the two stars is for GE's face, the other it really sucks, especially at the end I started playing with the phone the inside of the stem also did not say, the P brother side can be connected to the mouth of said down, piece level is evident, not to mention the theme of the excavation performance or the like] okay, this ticket is not my own to spend money",0.834881
20,"【触动。】当宋丹丹上车，电台响起时间都去哪里了，眼泪顿时往外窜，这是我第一次觉得，时间都去哪里了是好听的。","【Touch.】 When the song Dandan on the car, the radio sounded the time where to go, tears suddenly out of the channeling, this is the first time I think, time where to go is nice.",0.855893
20,">.<这是多久之后才坐到第一排，说点关于电影的，明明知道不好看还是去凑热闹了，确实不好看，前两段故事很无聊，换血雅中毒虽然想象力丰富，但始终喜剧喜剧笑不起来冯的贺岁我还是喜欢天下无贼~",">.< This is how long after only to sit in the first row, say something about the movie that I know does not look good or go along for the ride, and does not look good, the first two paragraphs of the story pretty boring, shake ya poisoning although imaginative, but always Comedy Comedy laugh it up von the new year I still prefer a world without thieves~",0.946241
20,"……我分析不出什么东西来，但总之就是不太好看啊(；′⌒`) 每段都很微妙……笑点和嘲讽点都没到位的感觉orz而且最后忽然画风一转变成了思想道德教育片|||也没啥槽点……就，囧囧的……orz","...... My analysis does not out what things to come, but in short, is not a good look! (；'⌒`) of each segment are very subtle...... Laugh and taunt the points are not in place feeling orz and finally the sudden style change became the ideological and moral education|||also no groove point...... It, and embarrassed embarrassed....... orz",0.766601
20,"1、瞧着配置，这年头，就找不到不是假胸假脸或者不是黄板牙扁平人还总装少女的正常女主角了对吧？2、葛大爷和范老师陪你们胡闹真是海量啊，德艺双馨的异能界典范，不过不建议再学。害惨了普通观众。3、自己已拉出来并且消化很好的屎再重新吞回去，消化不良稀稀再出来是怎样滋味，这种事尿裤子冯最清楚","Of 1, look configuration, these days, it is not found not the fake chest false face or not yellow Mater flat people also total clothing girls normal heroine, right? 2, GE uncle and scope of the teacher to accompany you nonsense really massive Ah, smashing the mighty works the world model, but is not recommended to re-learn. Screwed General audience. 3, own has been pulled out and digest the good shit and then re-swallow it back, indigestion dilute dilute and then come out is what taste, this kind of thing a urine pants von most clearly",0.75756
20,"1、第一次觉得李小璐挺美的。2、宋丹丹、李诚儒、结巴哥在认真演戏，其它人没太觉得。3、第四章没搞笑，反而像王朔了。人格即便分裂，至少还留下了好的。","1, the first think Li Xiao Lu quite beautiful. 2, song Dandan, Li Cheng RU, the stuttering brother in the serious acting, the other people didn't too think. 3, the fourth Chapter wasn't funny, but like Wang Shuo. Personality even split, at least also left a good.",0.798369
