"ranking","Chinese.origin.data","Google.translated.data","Baidu.English.sentiment.analysis.positive.probability.base.on.Google.translated.data."
30,".私人定制.，.甲方乙方.II？？一部打上中国社会现状鲜明印记的影片。当初导演一手开辟出贺岁档这一档期。如今投资、取景、画面呈现有升级。但是导演讲故事的能力却在退化。影片融入了导演太多的人文情怀，贪多求全，造就了这样一部蹩脚的片子...","Private custom., Party A, Party B. II? ? A film marked with a clear sign of the status of Chinese society. The original director opened a Lunar New Year stalls this file period. Today, investment, framing, the screen presents an upgrade. But the director's ability to tell a story is degrading. Film into the director of too much humanity, more greedy, created such a crappy film ...",0.0743374
30,"1`看到豆瓣评分这么低，没有看的欲望了，.2·有俩美女陪伴，还是看了.3、没有太多的惊喜，还是跟甲方乙方更类似，如果没有看过甲方乙方的话，看这个应该更有感觉吧。","1` see the watercress score so low, did not see the desire, .2 · there are two beautiful companions, or read .3, there is not much surprise, or with Party B is more similar, if you have not seen Party B If you look at this, you should feel more.",0.265163
30,"2013.12.21.比甲方乙方还是差不少啊，就三个小品加一个公益广告。。。","2013.12.21. Than Party A or Party B is a lot worse ah, plus a public service ads on three sketches. . .",0.186187
30,"2013年的电影真是不能看啊 下午看了等风来太烂 这部也就投入制作大一点吧 明星大牌一点吧  跟甲方乙方不是类似的么？","The 2013 movie really can not see ah Afternoon saw the other wind to suck this will also put into the production of a big bar it with a big star B Party A Party B is not it?",0.232761
30,"2013版甲方乙方","2013 Edition Party A Party B.",0.26829
30,"2013版的甲方乙方。这个时代冯导有太多话想说，好好讲个故事多费劲，于是就一个自然段一个自然段的说教，自小的语文课都是这么学过来的。其实冯导如今的大成不必急于诋毁，这是早年开辟电影新道路的回报。出来赚些钱，又说点儿实话，又有人送钱去听说话，这就是本事。冯导这种号召力，完全可以以旗帜的","Party A Party B of the 2013 version. Feng Dao has too much time to say in this day and say a story so hard, so a natural section of a natural section of preaching, childhood language classes are so learned. In fact, Feng Dacheng today's Dacheng do not have to rush to slander, this is the early years to open up a new road to film in return. Come out to make some money, say a little honest, someone sent money to hear, this is a skill. Feng guide this appeal, can be a banner",0.0554123
30,"97年的甲方乙方到13年的私人定制这么多年了白日梦一刻都没停止啊","97 years of Party A and B to 13 years of private custom so many years daydream never stopped ah",0.22587
30,"just so so.江郎才尽的感觉。","just so so.",0.249065
30,"一个人看喜剧，到底是喜剧还是悲剧呢？","A person to see comedy, in the end is a comedy or a tragedy?",0.211908
30,"一个商业喜剧，就逗您一乐儿，是不是就不要提太多要求了？","A commercial comedy, make you a pleasure children, is not it not to mention too much request?",0.159665
