"ranking","Chinese.origin.data","Google.translated.data","Baidu.English.sentiment.analysis.positive.probability.base.on.Google.translated.data."
50,"一帮只想着找乐的人才会给贬低这部电影，从第一个故事开始都在宣传者一个正能量，冯导的这部电影是对当下社会的一个批判，你当喜剧来看本身就是个错误。只为自己找乐来看的，对不起，没什么给你，你可以贬低。深刻的反省下自己吧，你的车为什么不捐给别人？？","A bunch of people who just want to find happiness will belittle the movie. From the very beginning of the first story, there is a positive energy among the propagandists. The film by Feng is a critique of the present society. You should look at yourself as a comedy It is a mistake. I am sorry, nothing to you, you can belittle. Deep introspection yourself, why do not your car donate to others? ?",0.151752
50,"一部喜剧片，逗大家一笑而已，无关艺术，更无需那么矫情的对待。","A comedy, funny everyone laugh, nothing to do with art, but not so hypocritical treatment.",0.209112
50,"一部贺岁片你们想看出什么来？先摆正自己的心态再去看人家电影好吗！","A New Year film you want to see what come? Take a look at your own state of mind and then look at other people's movies!",0.211987
50,"上来一看吓了一大跳，这么低的分，几年前的电影现在才看，但是觉得冯小刚情怀是有的，宋丹丹，范伟，举手投足都是戏！","A look up scared, so low points, a few years ago, the movie now only to see, but Feng Xiaogang feelings there, Song Dandan, Fan Wei, gestures are the show!",0.166618
50,"不为别的，打这么低的分看不下去了。凭什么就这样踩死别人的一部喜剧？太过分了！这是烂片吗？就冲着影院里那么多人看，就冲着这么一些段子我该上7分的。既然你们这么低，偏偏应该顶。比这烂的片都能存个7分8分，舆论导向的坏人们，太坏了！","Not for anything else, playing such a low score could not stand it anymore. Why do you deprive someone of a comedy? unacceptable! Is this a bad movie? Just directed at so many people in the theater, directed at such a few paragraphs I should be on the 7th. Since you are so low, it should be the top. Than this bad film can save a 7 points and 8 points, bad media-oriented people, too bad!",0.135054
50,"不太懂片尾曲放了很久都没有人起身走的电影为什么评分会这么低。。难道大家都睡着了。","I do not know why the score is so low for a movie where no one has ever been on the scene for a long time. . Is everyone asleep?",0.177036
50,"不错，为什么豆瓣精华好多评论都这么差？本部片主要突出讽刺了社会很多不良作风！难道不需要提倡？大家都身在其中,被讽刺到了？","Yes, why do so many reviews of watercress essence are so poor? The main highlight of this section satire the community a lot of bad style! Do not need to promote? Everyone is in it and is satirical?",0.199517
50,"也没外传的那么烂。顶多不是喜剧而已。有点讽刺意义。","Not rumored so bad. At most not a comedy. A little ironic.",0.199053
50,"亮点很多啊，怎么评价这么低呢。","A lot of bright spots, how to evaluate it so low?",0.14865
50,"其实也没那么差吧，贺岁本来就是图个乐呵，难道大家没有乐呵么？虽然不值5星吧，不过也没那么差劲。","In fact, not so bad now, Lunar New Year has always been a figure Le ha, do not you have Le ha? Although not worth 5 stars, but not so bad.",0.206808
50,"其实大家不必那么较真，像又如何呢，对别人都太严苛了。。。","Actually, we do not have to be so serious. How are we going to be so harsh on others? . .",0.157161
50,"冯导过了这么多年用商业重新包装了甲方乙方！！！一个烂字了得！","Feng led so many years with commercial repackaging Party B Party! ! ! A rotten words amazing!",0.193634
50,"只为一笑，解个乐子还是值得去看看的，看了的哪个敢说没有笑？？？","Just for a smile, a fun solution is worth to see, which one did not dare to say did not laugh? ? ?",0.154865
50,"含着眼泪看完，这不是一部喜剧片，而一部向虚假繁荣和麻木不仁开炮的讽刺片。.有些人看不懂：我想冯导应该向他们道个歉，因为他们还小，只是来寻找快乐的，到他们长大的时间会明白您的苦心的；.有些人看懂了却装不懂，因为讽刺的就是他们；..还有些人也看懂了，他们向奋不顾身的冯导致敬！！！","With tears, this is not a comedy, but a satirical film that kills and ignorantly ignites. Some people do not understand: I think Feng guide should apologize to them, because they are still young, just looking for happiness, they grow up to understand your painstaking efforts; Do not understand, because the irony is that they; .. Some people also understand, they lead to vain Feng! ! !",0.212201
50,"啊呀特妹的，豆瓣上刚找到私人定制就把我吓一跳~怎么评分这么低？看了老半天评论才找到原因。。。这个电影如果不是冯小刚拍的话，你们是不是就不会平这么低的分了？你们觉得这个片子不是冯氏电影的风格？是什么原因让你们评这么低的分呢?我本来要给个8分的，现在我给个满分你们又能怎样？气死你们","Ah ah special sister, watercress just found a personal custom surprised me ~ how to score so low? After reading the old half-day comment to find the reason. . . If this film is not Feng Xiaogang shot, you are not it will not be such a low level of points? Do you think this film is not a Feng film style? What is the reason for you to comment on such a low score? I had to give a score of 8, and now I give you a full score, what can you do? Mad at you",0.0866143
