"ranking","Chinese.origin.data","Google.translated.data","Baidu.English.sentiment.analysis.positive.probability.base.on.Google.translated.data."
40,"一个亿都愿意捐为什么一辆车就不行？因为我真有一辆车。","A billion are willing to donate why a car will not work? Because I really have a car.",0.192872
40,"一直说要看私人定制 终于看了 看之前都有听人说多烂  可是我觉得吧这不是喜剧 不过是调侃人民的一部严肃片 你自己瞧吧 它没那么差也没那么让人惊艳 说白了倒有点小教科的味道 但是他还是存在冯氏幽默的 想想跟以前的幽默确实没得比 那是因为现在的人民也不简单了","Has been said to see private custom finally looked before heard of people say more rotten, but I think this is not a comedy, but a serious piece to laugh at the people you see it not so bad is not so stunning It's a bit of a pedantic taste but he still does not think that there is a humorous humorous sense of humor than it used to be because the people nowadays are not too simple",0.195851
40,"一般吧。。有点地方有点扯，没有期望的好看","so so. . A bit of a little pull, there is no expectation of good-looking",0.149716
40,"一般吧。或许是希望太大导致的失望。最后的部分显得有些突兀。","so so. Perhaps hope is too disappointed. The last part looks a bit unexpected.",0.21379
40,"一颗星给百何，一颗星给小璐，一颗星给丹丹。总体而言没有捧腹大笑，只有会心一笑。最后一颗星给感动到我的桥段。总体，很爱！","A star to one hundred, a star to Xiaolu, a star to Dandan. Overall no laughter, only knowing smile. The last star touched my bridge. Overall, love!",0.147774
40,"不就是没那么多笑料吗 不就是多了那么些文绉绉不那么直白的台词 so what 比起好些高票房只靠明星撑的好的多了去了","Not that is not so much jokes it is not so much more creations so less straightforward lines so what better than the highest box office star support better go",0.168677
40,"不至于这么低的分吧，从地心引力到私人订制，豆瓣这评分都不太靠谱啊？！","Not so low points, from gravity to private custom, watercress this score is not too reliable ah? !",0.192751
40,"为什么评价都这么低，好可怜啊。。打个四星吧！要是真有私人订制这么个职业还挺棒的。","Why evaluation are so low, so poor ah. . Make a four-star! If you really have a private subscription such a career is great.",0.134688
40,"典型的冯氏风格电影。一直是搞笑题材，但每个故事背后都有一个教育的意义。葛优也是很久没出现了，所以值得一看","A typical Feng style movie. Has always been a funny theme, but behind every story has an educational significance. Ge You is also a long time did not appear, so worth a visit",0.211691
40,"冯小刚算是少数有责任感的导演，希望唤醒这些沉睡的人群。看的出很多段子隐藏的多么高明，多么苦涩。一部电影可能改变不了什么，但人群中入股没有这样的人，不知道这个世界还得糜烂成什么样。","Feng Xiaogang considered a few responsible directors, hoping to awaken these sleeping people. A lot of chapters to see how clever to hide, how bitter. A movie may not change anything, but there is no such person in the crowd, do not know what kind of erosion the world has to be.",0.173648
40,"几个故事都挺有意思的 ，宋丹丹那段顶喜欢。最后给自然道歉，既有噱头，也有那么一些呼吁保护自然的意思，有些事就得直接说出来，含蓄的说还真没几个人看得懂。","A few stories are quite interesting, Song Dandan that favorite. Finally, to apologize to nature, both gimmicks, there are so many calls for the protection of nature, some things have to say it directly, implicitly said few people understand.",0.210134
40,"刚去过海南，很有代入感。豆瓣上文艺高雅青年真是多啊！都没看懂他们在吐什么槽，没那么烂吧，贺岁片不就图个乐吗？最后一段心灵鸡汤又怎么了，难道我们不该向大自然道歉吗？？","Just been to Hainan, a sense of substitution. Watercress literary elegant young really ah! Did not understand what they are vomiting slot, not so bad, New Year's picture is not a picture of it? What's the last paragraph of chicken soup how, we do not apologize to nature? ?",0.17232
